品名,最低价,平均价,最高价,规格,单位,发布日期
丝瓜,1.40,1.50,1.60,豫\鲁,斤,2021-05-20
丝瓜,3.00,3.50,4.00,短,斤,2021-05-20
瓠子,1.60,1.80,2.00,普通,斤,2021-05-20
西葫芦,1.00,1.25,1.50,滇/鲁,斤,2021-05-20
佛手瓜,2.00,2.50,3.00,普通,斤,2021-05-20
金丝南瓜,0.70,0.85,1.00,琼,斤,2021-05-20
南北瓜,0.90,1.00,1.10,桂,斤,2021-05-20
尖椒,1.40,1.70,2.00,冀晋/鲁新,斤,2021-05-20
螺丝椒,2.00,2.20,2.40,普通,斤,2021-05-20
柿子椒,1.20,1.40,1.60,\鲁新,斤,2021-05-20
线椒,2.50,2.75,3.00,\鲁琼新,斤,2021-05-20
杭椒,2.50,2.75,3.00,普通,斤,2021-05-20
小米椒,3.00,4.00,5.00,滇,斤,2021-05-20
彩椒,4.50,5.00,5.50,红\黄,斤,2021-05-20
白萝卜,0.25,0.33,0.40,\冀,斤,2021-05-20
心里美,1.50,2.00,2.50,冀/新,斤,2021-05-20
卞萝卜,0.40,0.60,0.80,冀,斤,2021-05-20
青萝卜,1.00,1.25,1.50,冀\鲁新,斤,2021-05-20
胡萝卜,1.00,1.10,1.20,冀/鲁新,斤,2021-05-20
品名,最低价,平均价,最高价,规格,单位,发布日期
胡萝卜（洗）,0.80,1.00,1.20,冀/闽箱,斤,2021-05-20
小水萝卜,0.80,0.90,1.00,普通,斤,2021-05-20
土豆,0.40,0.55,0.70,\冀云,斤,2021-05-20
新土豆（黄心）,0.80,1.00,1.20,鲁,斤,2021-05-20
黄葱头,0.80,1.00,1.20,\蒙甘,斤,2021-05-20
红葱头,1.20,1.30,1.40,老/新,斤,2021-05-20
山药,1.80,2.25,2.70,脆\麻新,斤,2021-05-20
铁棍山药,5.00,5.50,6.00,普通,斤,2021-05-20
莲藕,2.00,3.10,4.20,\津,斤,2021-05-20
红薯,1.50,1.60,1.70,\冀新,斤,2021-05-20
红薯,1.80,2.00,2.20,西瓜红粤新,斤,2021-05-20
茭白,2.50,3.00,3.50,京\浙,斤,2021-05-20
凉薯,2.30,2.40,2.50,普通,斤,2021-05-20
荸荠,1.60,2.40,3.20,皖,斤,2021-05-20
芋头,1.70,1.85,2.00,\鲁,斤,2021-05-20
苇叶,3.40,3.45,3.50,普通,斤,2021-05-20
姜,3.00,4.00,5.00,姜头\整,斤,2021-05-20
大蒜,2.50,2.75,3.00,普通,斤,2021-05-20
新蒜,1.60,1.90,2.20,普通,斤,2021-05-20
蒜米,3.20,3.50,3.80,普通,斤,2021-05-20
品名,最低价,平均价,最高价,规格,单位,发布日期
大葱,2.00,3.10,4.20,鲁、冀、闽,斤,2021-05-20
小葱,1.00,1.25,1.50,普通,斤,2021-05-20
蒜苗,1.50,3.00,4.50,苏鲁,斤,2021-05-20
蒜黄,4.00,4.50,5.00,\冀,斤,2021-05-20
青蒜,1.60,2.00,2.40,冀,斤,2021-05-20
平菇,2.00,2.50,3.00,\小叶,斤,2021-05-20
香菇,3.00,3.50,4.00,普通,斤,2021-05-20
白玉菇,4.00,4.50,5.00,普通,斤,2021-05-20
口蘑,7.00,7.50,8.00,普通,斤,2021-05-20
杏鲍菇,2.50,2.75,3.00,普通,斤,2021-05-20
金针菇,1.50,2.00,2.50,普通,斤,2021-05-20
油菜,1.00,1.25,1.50,水菜,斤,2021-05-20
小白菜,1.50,1.75,2.00,水菜,斤,2021-05-20
油麦菜,1.50,1.75,2.00,水菜,斤,2021-05-20
奶白菜,2.00,2.25,2.50,水菜,斤,2021-05-20
散生菜,2.00,2.25,2.50,水菜,斤,2021-05-20
香葱,3.50,3.75,4.00,水菜,斤,2021-05-20
茼蒿,2.00,2.25,2.50,水菜,斤,2021-05-20
蒿子秆,4.50,4.75,5.00,水菜,斤,2021-05-20
水萝卜,1.50,1.75,2.00,水菜,斤,2021-05-20
品名,最低价,平均价,最高价,规格,单位,发布日期
樱桃萝卜,2.00,2.25,2.50,水菜,斤,2021-05-20
香芹,1.50,2.00,2.50,水菜,斤,2021-05-20
菠菜,2.50,2.75,3.00,水菜,斤,2021-05-20
苋菜,2.00,2.25,2.50,水菜,斤,2021-05-20
菊花菜,1.00,1.25,1.50,水菜,斤,2021-05-20
青蒜,1.50,2.00,2.50,水菜,斤,2021-05-20
盖菜,1.00,1.25,1.50,水菜,斤,2021-05-20
芥兰,1.50,1.75,2.00,水菜,斤,2021-05-20
菜心,1.50,1.75,2.00,水菜,斤,2021-05-20
空心菜,2.00,2.50,3.00,水菜,斤,2021-05-20
鸡毛菜,2.00,2.25,2.50,水菜,斤,2021-05-20
荠菜,4.00,4.25,4.50,水菜,斤,2021-05-20
荆芥,2.00,2.50,3.00,水菜,斤,2021-05-20
紫苏叶,4.00,4.25,4.50,水菜,斤,2021-05-20
豌豆苗,3.50,3.75,4.00,水菜,斤,2021-05-20
快菜,0.80,1.00,1.20,水菜,斤,2021-05-20
苦菊,2.00,2.25,2.50,水菜,斤,2021-05-20
穿心莲,2.00,2.25,2.50,水菜,斤,2021-05-20
木耳菜,2.00,2.50,3.00,水菜,斤,2021-05-20
夹豆,7.00,7.50,8.00,特菜,斤,2021-05-20
品名,最低价,平均价,最高价,规格,单位,发布日期
荔浦芋头,7.50,8.00,8.50,特菜,斤,2021-05-20
香芋头,7.00,7.50,8.00,特菜,斤,2021-05-20
黄花菜,14.00,14.50,15.00,特菜,斤,2021-05-20
鲜竹笋,6.00,6.50,7.00,特菜,斤,2021-05-20
紫菜头,3.00,3.50,4.00,特菜,斤,2021-05-20
紫豇豆,18.00,18.50,19.00,特菜,斤,2021-05-20
仙人掌,6.00,6.25,6.50,特菜,斤,2021-05-20
干葱头,2.50,2.75,3.00,特菜,斤,2021-05-20
西洋菜,6.00,6.25,6.50,特菜,斤,2021-05-20
高山娃娃,4.00,4.25,4.50,特菜,斤,2021-05-20
孢子甘蓝,10.00,11.00,12.00,特菜,斤,2021-05-20
紫贝天葵,7.00,7.50,8.00,特菜,斤,2021-05-20
鱼腥草叶,9.00,9.25,9.50,特菜,斤,2021-05-20
鱼腥草根,6.00,6.50,7.00,特菜,斤,2021-05-20
荷兰豆,6.50,7.00,7.50,特菜,斤,2021-05-20
朝天椒,7.00,7.50,8.00,特菜,斤,2021-05-20
球茎茴香,8.00,8.50,9.00,特菜,斤,2021-05-20
红尖椒,4.00,4.50,5.00,特菜,斤,2021-05-20
香蕉西葫,8.00,8.50,9.00,特菜,斤,2021-05-20
美人椒,7.00,7.25,7.50,特菜,斤,2021-05-20
品名,最低价,平均价,最高价,规格,单位,发布日期
荷兰黄瓜,5.00,5.25,5.50,特菜,斤,2021-05-20
广丝,6.00,6.25,6.50,特菜,斤,2021-05-20
毛豆仁,15.00,15.50,16.00,特菜,斤,2021-05-20
冰草,5.00,5.50,6.00,特菜,斤,2021-05-20
蚕豆仁,7.00,7.50,8.00,特菜,斤,2021-05-20
西芹,2.50,2.75,3.00,特菜,斤,2021-05-20
芦荟,6.00,6.50,7.00,特菜,斤,2021-05-20
百合,30.00,31.00,32.00,特菜,斤,2021-05-20
香椿,10.00,11.00,12.00,特菜,斤,2021-05-20
红彩椒黄,5.00,5.50,6.00,特菜,斤,2021-05-20
菊苣,12.00,12.50,13.00,特菜,斤,2021-05-20
芦笋,6.00,6.50,7.00,特菜,斤,2021-05-20
冬笋,7.00,8.00,9.00,特菜,斤,2021-05-20
慈姑,7.00,7.50,8.00,特菜,斤,2021-05-20
韭黄,8.00,8.50,9.00,特菜,斤,2021-05-20
法香,7.00,7.50,8.00,特菜,斤,2021-05-20
豆尖,7.50,8.00,8.50,特菜,斤,2021-05-20
秋葵,6.50,7.00,7.50,特菜,斤,2021-05-20
甜豆,7.00,7.50,8.00,特菜,斤,2021-05-20
龙豆,29.00,30.00,31.00,特菜,斤,2021-05-20
品名,最低价,平均价,最高价,规格,单位,发布日期
凉瓜,5.50,6.00,6.50,特菜,斤,2021-05-20
银芽,5.00,5.50,6.00,特菜,斤,2021-05-20
南姜,6.00,6.50,7.00,特菜,斤,2021-05-20
沙葁,7.00,7.50,8.00,特菜,斤,2021-05-20
苤蓝,2.50,2.75,3.00,特菜,斤,2021-05-20
南瓜,2.00,2.10,2.20,特菜,斤,2021-05-20
番杏,6.00,6.50,7.00,特菜,斤,2021-05-20
椰青/个,6.00,6.25,6.50,其他类,斤,2021-05-20
箱装菠萝（上六下六）,1.40,1.60,1.80,其他类,斤,2021-05-20
国产凤梨,2.00,2.40,2.80,其他类,斤,2021-05-20
香水菠萝,3.00,3.25,3.50,其他类,斤,2021-05-20
百香果,12.00,12.50,13.00,其他类,斤,2021-05-20
桑葚,3.50,4.00,4.50,其他类,斤,2021-05-20
白草莓（日本淡雪）,12.00,14.00,16.00,其他类,斤,2021-05-20
红颜九九草莓,8.00,10.00,12.00,其他类,斤,2021-05-20
杨梅,10.00,11.00,12.00,其他类,斤,2021-05-20
甜宝(奶油)草莓,4.00,5.50,7.00,其他类,斤,2021-05-20
火龙果,4.00,5.75,7.50,其他类,斤,2021-05-20
木瓜,3.00,3.25,3.50,其他类,斤,2021-05-20
柿饼,6.00,7.00,8.00,其他类,斤,2021-05-20
品名,最低价,平均价,最高价,规格,单位,发布日期
甘蔗,1.20,1.35,1.50,其他类,斤,2021-05-20
柠檬,3.50,3.75,4.00,其他类,斤,2021-05-20
黑枣,5.00,5.50,6.00,其他类,斤,2021-05-20
山楂,4.00,5.00,6.00,其他类,斤,2021-05-20
姑娘果（灯笼果）,10.00,15.00,20.00,其他类,斤,2021-05-20
鸭梨,1.20,1.35,1.50,梨类,斤,2021-05-20
雪花梨,1.40,1.50,1.60,梨类,斤,2021-05-20
皇冠梨（标箱）,2.50,2.75,3.00,梨类,斤,2021-05-20
丰水梨,2.50,2.75,3.00,梨类,斤,2021-05-20
酥梨,1.50,1.65,1.80,梨类,斤,2021-05-20
库尔勒香梨,3.00,3.75,4.50,梨类,斤,2021-05-20
红香酥梨系列,1.50,1.75,2.00,梨类,斤,2021-05-20
红啤梨,3.00,3.25,3.50,梨类,斤,2021-05-20
蜜梨,2.00,2.25,2.50,梨类,斤,2021-05-20
耙耙柑、丑橘,2.00,2.50,3.00,柑橘类,斤,2021-05-20
鄂、湘、川脐橙,1.20,1.80,2.40,柑橘类,斤,2021-05-20
血橙/二月红/中华红,2.00,2.50,3.00,柑橘类,斤,2021-05-20
沃柑,3.50,4.00,4.50,柑橘类,斤,2021-05-20
金桔,5.00,6.00,7.00,柑橘类,斤,2021-05-20
伦晚,1.80,2.40,3.00,柑橘类,斤,2021-05-20
品名,最低价,平均价,最高价,规格,单位,发布日期
油桃,4.00,6.50,9.00,桃李杏类,斤,2021-05-20
蟠桃,10.00,12.50,15.00,桃李杏类,斤,2021-05-20
水蜜桃,10.00,12.00,14.00,桃李杏类,斤,2021-05-20
春雪,8.00,9.00,10.00,桃李杏类,斤,2021-05-20
黄油桃,4.00,6.00,8.00,桃李杏类,斤,2021-05-20
黄毛桃,10.00,11.50,13.00,桃李杏类,斤,2021-05-20
猕猴桃（徐香翠香）,2.50,3.00,3.50,桃李杏类,斤,2021-05-20
猕猴桃（海沃德）,2.00,2.25,2.50,桃李杏类,斤,2021-05-20
李子,8.00,10.00,12.00,桃李杏类,斤,2021-05-20
金太阳,2.50,4.75,7.00,桃李杏类,斤,2021-05-20
丰源红,2.90,3.45,4.00,桃李杏类,斤,2021-05-20
凯特杏、白杏,10.00,10.50,11.00,桃李杏类,斤,2021-05-20
无籽小号-大号,1.80,1.90,2.00,西瓜类,斤,2021-05-20
麒麟、甜蜜蜜,2.40,2.60,2.80,西瓜类,斤,2021-05-20
黑美人,1.60,1.80,2.00,西瓜类,斤,2021-05-20
特小风,2.00,2.20,2.40,西瓜类,斤,2021-05-20
L600吊秧瓜,2.50,2.90,3.30,西瓜类,斤,2021-05-20
甜王,1.40,1.65,1.90,西瓜类,斤,2021-05-20
蜜童,3.00,3.25,3.50,西瓜类,斤,2021-05-20
墨童西瓜,3.50,3.60,3.70,西瓜类,斤,2021-05-20
品名,最低价,平均价,最高价,规格,单位,发布日期
绿宝（p2）,1.80,1.90,2.00,西瓜类,斤,2021-05-20
国产香蕉,2.20,2.60,3.00,香蕉类,斤,2021-05-20
南美、菲律宾香蕉,2.70,3.10,3.50,香蕉类,斤,2021-05-20
泰国香蕉（帝王蕉）,7.00,7.50,8.00,香蕉类,斤,2021-05-20
晓蜜25号,2.00,2.25,2.50,甜瓜类,斤,2021-05-20
黄金瓜／金蜜,2.20,2.50,2.80,甜瓜类,斤,2021-05-20
玉菇,2.00,2.25,2.50,甜瓜类,斤,2021-05-20
网纹,3.00,3.25,3.50,甜瓜类,斤,2021-05-20
长香玉,1.60,1.70,1.80,甜瓜类,斤,2021-05-20
西洲蜜,2.50,2.75,3.00,甜瓜类,斤,2021-05-20
24/白糖罐,2.50,2.75,3.00,甜瓜类,斤,2021-05-20
羊角蜜,2.30,4.15,6.00,甜瓜类,斤,2021-05-20
花蕾甜瓜,3.00,4.00,5.00,甜瓜类,斤,2021-05-20
久红瑞,2.00,2.15,2.30,甜瓜类,斤,2021-05-20
绿宝甜瓜,3.50,4.50,5.50,甜瓜类,斤,2021-05-20
博阳（系列）,2.50,3.50,4.50,甜瓜类,斤,2021-05-20
景甜,3.20,3.75,4.30,甜瓜类,斤,2021-05-20
208甜瓜,2.00,2.15,2.30,甜瓜类,斤,2021-05-20
富士（纸袋Φ70-84）,1.80,2.20,2.60,苹果类,斤,2021-05-20
富士（纸+膜袋）,1.60,1.80,2.00,苹果类,斤,2021-05-20
品名,最低价,平均价,最高价,规格,单位,发布日期
富士（纸袋Φ85以上）,2.50,3.00,3.50,苹果类,斤,2021-05-20
黄元帅,1.50,1.75,2.00,苹果类,斤,2021-05-20
花牛(Φ70-85),1.40,2.00,2.60,苹果类,斤,2021-05-20
新疆阿克苏（冰糖心）,3.00,3.50,4.00,苹果类,斤,2021-05-20
国光苹果,1.00,1.50,2.00,苹果类,斤,2021-05-20
辽宁寒富苹果,1.50,1.75,2.00,苹果类,斤,2021-05-20
巨峰葡萄,6.00,9.00,12.00,葡萄类,斤,2021-05-20
红提葡萄,8.00,10.00,12.00,葡萄类,斤,2021-05-20
玫瑰香葡萄,10.00,12.00,14.00,葡萄类,斤,2021-05-20
克伦生,6.00,8.00,10.00,葡萄类,斤,2021-05-20
黑提葡萄、夏黑,10.00,10.50,11.00,葡萄类,斤,2021-05-20
蓝莓葡萄,8.00,9.00,10.00,葡萄类,斤,2021-05-20
乒乓球葡萄,10.00,11.00,12.00,葡萄类,斤,2021-05-20
维多利亚葡萄,9.00,9.50,10.00,葡萄类,斤,2021-05-20
郁金香,10.00,11.00,12.00,葡萄类,斤,2021-05-20
台农小芒果,2.50,3.25,4.00,芒果类,斤,2021-05-20
台农大芒果,3.00,4.00,5.00,芒果类,斤,2021-05-20
红金龙,4.00,5.00,6.00,芒果类,斤,2021-05-20
高乐密,2.50,3.75,5.00,芒果类,斤,2021-05-20
青皮芒果,2.50,3.25,4.00,芒果类,斤,2021-05-20
品名,最低价,平均价,最高价,规格,单位,发布日期
水仙芒果,3.50,4.75,6.00,芒果类,斤,2021-05-20
肯特\新世纪\澳芒,5.00,6.50,8.00,芒果类,斤,2021-05-20
妃子笑,7.00,8.50,10.00,荔枝类,斤,2021-05-20
荔枝王,33.00,34.50,36.00,荔枝类,斤,2021-05-20
红灯,17.00,17.50,18.00,樱桃类,斤,2021-05-20
水晶,25.00,27.50,30.00,樱桃类,斤,2021-05-20
佳红,70.00,105.00,140.00,樱桃类,斤,2021-05-20
美早,20.00,35.00,50.00,樱桃类,斤,2021-05-20
沙蜜托,20.00,22.50,25.00,樱桃类,斤,2021-05-20
白条猪（瘦）,11.50,11.50,11.50,猪肉类,斤,2021-05-20
白条猪（肥）,9.50,9.50,9.50,猪肉类,斤,2021-05-20
前臀尖（瘦）,11.00,11.50,12.00,猪肉类,斤,2021-05-20
前臀尖（肥）,9.50,10.25,11.00,猪肉类,斤,2021-05-20
后臀尖（瘦）,11.00,11.50,12.00,猪肉类,斤,2021-05-20
后臀尖（肥）,9.50,10.25,11.00,猪肉类,斤,2021-05-20
五花肉（瘦）,14.00,15.00,16.00,猪肉类,斤,2021-05-20
五花肉（肥）,12.00,13.00,14.00,猪肉类,斤,2021-05-20
纯通脊,12.00,13.00,14.00,猪肉类,斤,2021-05-20
通脊,10.00,11.00,12.00,猪肉类,斤,2021-05-20
纯瘦肉,11.00,11.50,12.00,猪肉类,斤,2021-05-20
品名,最低价,平均价,最高价,规格,单位,发布日期
前肘,11.00,11.50,12.00,猪肉类,斤,2021-05-20
后肘,9.50,10.25,11.00,猪肉类,斤,2021-05-20
猪尾巴,43.00,44.00,45.00,猪肉类,斤,2021-05-20
猪蹄,18.00,18.00,18.00,猪肉类,斤,2021-05-20
纯排骨,21.00,22.50,24.00,猪肉类,斤,2021-05-20
纯腔骨,9.00,10.50,12.00,猪肉类,斤,2021-05-20
腔排骨,15.00,16.00,17.00,猪肉类,斤,2021-05-20
棒骨,10.00,10.50,11.00,猪肉类,斤,2021-05-20
猪头,13.00,13.50,14.00,猪肉类,斤,2021-05-20
猪耳,26.00,26.00,26.00,猪肉类,斤,2021-05-20
猪肚,19.00,19.50,20.00,猪肉类,斤,2021-05-20
猪板油,12.00,12.50,13.00,猪肉类,斤,2021-05-20
肥膘肉,7.00,8.00,9.00,猪肉类,斤,2021-05-20
猪腰子,21.00,21.50,22.00,猪肉类,斤,2021-05-20
猪心,10.00,10.00,10.00,猪肉类,斤,2021-05-20
猪肝,9.50,9.75,10.00,猪肉类,斤,2021-05-20
猪皮,3.00,4.50,6.00,猪肉类,斤,2021-05-20
猪肠,22.00,22.00,22.00,猪肉类,斤,2021-05-20
整牛,34.25,34.25,34.25,牛肉类,斤,2021-05-20
牛前腱,37.00,37.00,37.00,牛肉类,斤,2021-05-20
品名,最低价,平均价,最高价,规格,单位,发布日期
牛后腱,37.00,37.00,37.00,牛肉类,斤,2021-05-20
牛前腿,35.00,35.00,35.00,牛肉类,斤,2021-05-20
牛后腿,35.00,35.00,35.00,牛肉类,斤,2021-05-20
牛柳（里脊）,37.00,37.50,38.00,牛肉类,斤,2021-05-20
精牛柳,41.00,42.00,43.00,牛肉类,斤,2021-05-20
牛腩,35.00,35.50,36.00,牛肉类,斤,2021-05-20
牛林,35.00,35.50,36.00,牛肉类,斤,2021-05-20
牛骨,4.50,4.75,5.00,牛肉类,斤,2021-05-20
牛板筋,35.00,35.00,35.00,牛肉类,斤,2021-05-20
牛尾,33.00,34.00,35.00,牛肉类,斤,2021-05-20
牛上脑,35.00,35.00,35.00,牛肉类,斤,2021-05-20
整羊,28.00,29.00,30.00,羊肉类,斤,2021-05-20
去骨羊前腿,41.00,41.00,41.00,羊肉类,斤,2021-05-20
去骨羊后腿,42.00,42.00,42.00,羊肉类,斤,2021-05-20
羊腰窝,40.00,40.00,40.00,羊肉类,斤,2021-05-20
羊肉片,41.00,42.00,43.00,羊肉类,斤,2021-05-20
羊腰子（挂油）,15.00,15.50,16.00,羊肉类,个,2021-05-20
羊蝎子,16.00,16.50,17.00,羊肉类,斤,2021-05-20
羊蝎子（精品）,30.00,30.50,31.00,羊肉类,斤,2021-05-20
羊排骨,30.00,30.00,30.00,羊肉类,斤,2021-05-20
品名,最低价,平均价,最高价,规格,单位,发布日期
羊尾巴油,9.00,9.00,9.00,羊肉类,斤,2021-05-20
羊小腿（羊棒）,24.00,24.50,25.00,羊肉类,斤,2021-05-20
羊上脑,40.00,40.00,40.00,羊肉类,斤,2021-05-20
羊骨头,10.00,10.00,10.00,羊肉类,斤,2021-05-20
羊腩,30.00,30.00,30.00,羊肉类,斤,2021-05-20
羊里脊,40.00,40.00,40.00,羊肉类,斤,2021-05-20
淘汰鸡（干净膛）,11.00,11.00,11.00,禽肉类,斤,2021-05-20
淘汰鸡（净膛）,10.00,10.00,10.00,禽肉类,斤,2021-05-20
仔鸡（净膛）,7.50,7.50,7.50,禽肉类,斤,2021-05-20
肉鸡,6.50,6.50,6.50,禽肉类,斤,2021-05-20
鸡胸,7.50,7.50,7.50,禽肉类,斤,2021-05-20
鸡翅,10.00,10.50,11.00,禽肉类,斤,2021-05-20
鸡翅中,21.00,21.00,21.00,禽肉类,斤,2021-05-20
鸡边腿,7.00,7.00,7.00,禽肉类,斤,2021-05-20
鸡排腿,7.50,7.50,7.50,禽肉类,斤,2021-05-20
鸡琵琶腿,7.50,7.75,8.00,禽肉类,斤,2021-05-20
鸡爪,16.00,16.00,16.00,禽肉类,斤,2021-05-20
鸡头,2.00,2.25,2.50,禽肉类,斤,2021-05-20
鸡架子,2.00,2.25,2.50,禽肉类,斤,2021-05-20
鸡翅根,9.00,9.00,9.00,禽肉类,斤,2021-05-20
品名,最低价,平均价,最高价,规格,单位,发布日期
白条乌鸡（净膛）,13.00,13.00,13.00,禽肉类,斤,2021-05-20
箱鸡蛋,195.00,199.00,203.00,蛋类,斤,2021-05-20
箱鸡蛋,4.43,4.52,4.61,蛋类,斤,2021-05-20
散鸡蛋,4.80,4.80,4.80,蛋类,斤,2021-05-20
生鸭蛋,5.50,6.00,6.50,蛋类,斤,2021-05-20
熟鸭蛋,6.00,6.75,7.50,蛋类,斤,2021-05-20
松花蛋,6.20,7.10,8.00,蛋类,斤,2021-05-20
鹅蛋,12.00,12.50,13.00,蛋类,斤,2021-05-20
鹌鹑蛋,6.00,6.50,7.00,蛋类,斤,2021-05-20
柴鸡蛋,4.80,7.40,10.00,蛋类,斤,2021-05-20
乌鸡蛋,7.50,8.00,8.50,蛋类,斤,2021-05-20
鸵鸟蛋,100.00,110.00,120.00,蛋类,斤,2021-05-20
鸽子蛋,2.50,2.55,2.60,蛋类,斤,2021-05-20
北豆腐（屉）,1.80,1.80,1.80,豆制品,斤,2021-05-20
南豆腐（屉）,2.00,2.00,2.00,豆制品,斤,2021-05-20
白玉北豆腐（盒）,4.00,4.00,4.00,豆制品,盒,2021-05-20
香香北豆腐（盒）,3.00,3.00,3.00,豆制品,盒,2021-05-20
白玉南豆腐（盒）,5.50,5.50,5.50,豆制品,盒,2021-05-20
豆腐丝（散）,5.00,5.00,5.00,豆制品,斤,2021-05-20
精品豆腐丝（袋）,6.00,6.00,6.00,豆制品,袋,2021-05-20
品名,最低价,平均价,最高价,规格,单位,发布日期
豆腐皮（散）,5.50,5.50,5.50,豆制品,斤,2021-05-20
豆腐干（散）,4.50,4.50,4.50,豆制品,斤,2021-05-20
精品豆腐干（袋）,5.00,5.00,5.00,豆制品,袋,2021-05-20
豆腐泡（散）,5.50,5.50,5.50,豆制品,斤,2021-05-20
精品豆腐泡（袋）,5.00,5.00,5.00,豆制品,袋,2021-05-20
白玉内酯豆腐（盒）,2.50,2.50,2.50,豆制品,盒,2021-05-20
香香内脂豆腐（盒）,1.50,1.50,1.50,豆制品,盒,2021-05-20
鲤鱼,11.00,11.50,12.00,750g-1000g,斤,2021-05-20
鲤鱼,11.00,11.50,12.00,>1000g,斤,2021-05-20
草鱼,13.00,13.50,14.00,750g-1000g,斤,2021-05-20
草鱼,13.00,13.50,14.00,>1000g,斤,2021-05-20
鲫鱼,15.00,15.00,15.00,200g-250g,斤,2021-05-20
鲫鱼,16.00,16.00,16.00,350g-400g,斤,2021-05-20
胖头鱼,15.00,15.00,15.00,>2000g,斤,2021-05-20
武昌鱼,12.00,12.00,12.00,700g左右,斤,2021-05-20
鲢鱼,5.00,5.50,6.00,1000-1500g,斤,2021-05-20
嘎鱼,24.00,24.50,25.00,<100g,斤,2021-05-20
淡水鲈鱼,24.00,24.00,24.00,活,斤,2021-05-20
莲藕,2.50,3.35,4.20,\津,斤,2021-05-19
红薯,1.50,1.65,1.80,\冀新,斤,2021-05-19
品名,最低价,平均价,最高价,规格,单位,发布日期
红薯,1.80,2.00,2.20,西瓜红粤新,斤,2021-05-19
茭白,2.50,3.00,3.50,京\浙,斤,2021-05-19
凉薯,2.30,2.40,2.50,普通,斤,2021-05-19
荸荠,1.60,2.40,3.20,皖,斤,2021-05-19
芋头,1.70,1.85,2.00,\鲁,斤,2021-05-19
苇叶,3.40,3.45,3.50,普通,斤,2021-05-19
姜,3.00,4.00,5.00,姜头\整,斤,2021-05-19
大蒜,2.50,2.75,3.00,普通,斤,2021-05-19
新蒜,1.60,1.80,2.00,普通,斤,2021-05-19
蒜米,3.20,3.50,3.80,普通,斤,2021-05-19
大葱,1.80,2.90,4.00,鲁、冀、闽,斤,2021-05-19
小葱,1.20,1.50,1.80,普通,斤,2021-05-19
蒜苗,2.00,3.25,4.50,苏鲁,斤,2021-05-19
蒜黄,4.00,4.50,5.00,\冀,斤,2021-05-19
青蒜,1.60,2.00,2.40,冀,斤,2021-05-19
平菇,2.00,2.50,3.00,\小叶,斤,2021-05-19
香菇,3.00,3.50,4.00,普通,斤,2021-05-19
白玉菇,4.00,4.50,5.00,普通,斤,2021-05-19
口蘑,7.00,7.50,8.00,普通,斤,2021-05-19
杏鲍菇,2.50,2.75,3.00,普通,斤,2021-05-19
品名,最低价,平均价,最高价,规格,单位,发布日期
金针菇,1.50,2.00,2.50,普通,斤,2021-05-19
大白菜,0.30,0.34,0.38,储存\新,斤,2021-05-19
娃娃菜,0.50,0.55,0.60,大\小,斤,2021-05-19
小白菜,0.40,0.55,0.70,普通,斤,2021-05-19
芹菜,0.80,1.00,1.20,\冀,斤,2021-05-19
西芹,2.00,2.25,2.50,普通,斤,2021-05-19
菠菜,0.80,0.90,1.00,鲁\冀,斤,2021-05-19
莴笋,0.70,1.00,1.30,闽浙/鲁,斤,2021-05-19
团生菜,0.70,0.95,1.20,毛|净,斤,2021-05-19
圆白菜,0.35,0.45,0.55,\冀,斤,2021-05-19
紫甘蓝,1.20,1.35,1.50,闽云,斤,2021-05-19
散叶生菜,2.00,2.25,2.50,\京,斤,2021-05-19
油菜,0.80,1.00,1.20,鲁\京,斤,2021-05-19
香菜,1.00,1.10,1.20,鲁\冀,斤,2021-05-19
茴香,0.80,1.00,1.20,\冀,斤,2021-05-19
韭菜,0.80,0.90,1.00,普通,斤,2021-05-19
韭菜苔,2.80,3.00,3.20,普通,斤,2021-05-19
苦菊,1.00,1.25,1.50,辽,斤,2021-05-19
油麦菜,1.00,1.25,1.50,\京,斤,2021-05-19
散菜花,1.50,1.75,2.00,豫\苏,斤,2021-05-19
品名,最低价,平均价,最高价,规格,单位,发布日期
绿菜花,1.50,1.75,2.00,冀\ 苏陕,斤,2021-05-19
菜花,1.50,1.65,1.80,/云,斤,2021-05-19
绿豆芽,0.95,0.98,1.00,普通,斤,2021-05-19
黄豆芽,0.85,0.88,0.90,普通,斤,2021-05-19
紫菜苔,3.00,3.25,3.50,普通,斤,2021-05-19
番茄,1.00,1.35,1.70,川鲁蒙,斤,2021-05-19
番茄（精品）,1.70,1.85,2.00,\鲁新,斤,2021-05-19
樱西,4.00,4.50,5.00,小红,斤,2021-05-19
黄瓜,0.80,1.00,1.20,蒙辽袋\鲁,斤,2021-05-19
黄瓜(鲜干花),1.50,1.70,1.90,冀,斤,2021-05-19
小黄瓜,2.00,2.75,3.50,旱\荷兰,斤,2021-05-19
茄子,0.70,0.95,1.20,鲁\冀,斤,2021-05-19
长茄,0.80,1.00,1.20,云\冀,斤,2021-05-19
广茄,1.60,1.90,2.20,冀\一路,斤,2021-05-19
线茄,2.50,3.00,3.50,冀,斤,2021-05-19
吊冬瓜,0.55,0.65,0.75,桂,斤,2021-05-19
地冬瓜,0.45,0.48,0.50,普通,斤,2021-05-19
小毛冬瓜,0.60,0.80,1.00,冀\圆鲁新,斤,2021-05-19
架豆,2.00,2.75,3.50,普通,斤,2021-05-19
豆王,2.50,3.00,3.50,普通,斤,2021-05-19
